Gcode,CompanyTicker,SecurityTicker,SeniorSecurity,SecurityType,AbreviatedSecurityDescription,ListDate_YMD,DelistDate_YMD,ListDate_DaysSince,DelistDate_DaysSince,ListDate,DelistDate,RecordCount,FullCompanyName,AbbrevCompanyName,EarliestListDate,LatestDelistDate,GICSIndustry,SIRCAIndustryClassCode,SIRCASectorCode,CompanyDelistReasonCode,CompanyRelatedGCode,CompanyDelistReasonComment,AlteredLink,MS_CompanyID,MS_SecurityID,MS_CompanyID2,MS_SecurityID2,MA_Identifier
tor2,TOR,TOR,1,01,ordinary,20210625,,44372,,25/06/2021,,673,TORQUE METALS LIMITED..,TORQUE MET,25/06/2021,,15104000,3,15,,,,,0C0000BJPW,0P0001MRWJ,,,TOR
tot1,TOT,TOT,1,06,units stapled,20150422,20200220,42116,43881,22/04/2015,20/02/2020,931,360 CAPITAL TOTAL RETURN FUND,360 CAPITAL TOTAL RE,22/04/2015,,0,26,70,N,,,,0C0000AVTL,0P00015K5P,,,TOT
tot1,TOT,TOT,1,06,units stapled,20200221,,43882,,21/02/2020,,1226,360 CAPITAL REIT,360 CAPITAL REIT,22/04/2015,,60101000,20,60,,,,,0C0000AVTL,0P00015K5P,,,TOT
tou1,TOU,TOU,1,01,ordinary,20130409,,41373,,09/04/2013,,1981,TLOU ENERGY LIMITED,TLOU ENERGY LTD,09/04/2013,,10100000,1,10,,,,,0C00009VSA,0P0000YE67,,,TOU
tox1,TOX,TOX,1,01,ordinary,20000929,20060921,36798,38981,29/09/2000,21/09/2006,1224,TOX FREE SOLUTIONS LIMITED,TOX FREE SOLUTIONS,29/09/2000,29/05/2018,20200000,5,20,C,,,,0C00000MDG,0P00006WZY,,,TOX
tox1,TOX,TOXDA,1,01,deferred settlement,20060922,20061006,38982,38996,22/09/2006,06/10/2006,11,TOX FREE SOLUTIONS LIMITED,TOX FREE SOLUTIONS,29/09/2000,29/05/2018,20200000,5,20,C,,,,0C00000MDG,0P00006WZY,,,TOX
tox1,TOX,TOX,1,01,ordinary,20061007,20180529,38997,43249,07/10/2006,29/05/2018,2914,TOX FREE SOLUTIONS LIMITED,TOX FREE SOLUTIONS,29/09/2000,29/05/2018,20200000,5,20,S;R;M,,cleanaway waste management limited offers 284.5 cents plus 58 cents fully franked special dividend per each one {tox1},,0C00000MDG,0P00006WZY,,,TOX
tpc2,TPC,TPC,1,01,ordinary,20070716,20140520,39279,41779,16/07/2007,20/05/2014,432,TEL.PACIFIC LIMITED,TEL.PACIFIC LIMITED,16/07/2007,,50100000,23,50,N,,,,0C00000W2Q,0P0000A1OW,,,TPC
tpc2,TPC,TPCDA,1,01,deferred settlement,20140521,20140530,41780,41789,21/05/2014,30/05/2014,3,TEL.PACIFIC LIMITED,TEL.PACIFIC LIMITED,16/07/2007,,50100000,23,50,C,,,,0C00000W2Q,0P0000A1OW,,,TPC
tpc2,TPC,TPC,1,01,ordinary,20140531,20151203,41790,42341,31/05/2014,03/12/2015,77,TEL.PACIFIC LIMITED,TEL.PACIFIC LIMITED,16/07/2007,,50100000,23,50,N,,,,0C00000W2Q,0P0000A1OW,,,TPC
tpc2,TPC,TPC,1,01,ordinary,20151204,,42342,,04/12/2015,,1016,TPC CONSOLIDATED LIMITED,TPC CONSOLIDATED LTD,16/07/2007,,55100000,25,55,,,,,0C00000W2Q,0P0000A1OW,,,TPC
tpd1,TPD,TPD,1,01,ordinary,20130228,20210606,41333,44353,28/02/2013,06/06/2021,1114,TALON PETROLEUM LIMITED,TALON PETROLEUM LTD,28/02/2013,28/12/2023,10100000,1,10,N,,,created from in specie issue of 2{tpd1} shrs for each 5 {txn1} shrs. {txn1} delists 14/03/2013 follwg the merger and {tpd1} lists 28/02/2013 follwg the in specie issue. Shr prices show most of {txn1} is sold to {sea2} so {txn1} is not linked to {tpd1},0C00009UFR,0P0000Y52D,,,TPD
tpd1,TPD,TPD,1,01,ordinary,20210607,20220720,44354,44762,07/06/2021,20/07/2022,278,TALON ENERGY LTD,TALON ENERGY LTD,28/02/2013,28/12/2023,10100000,1,10,C,,,,0C00009UFR,0P0000Y52D,,,TPD
tpd1,TPD,TPDDA,1,01,deferred settlement,20220721,20220729,44763,44771,21/07/2022,29/07/2022,7,TALON ENERGY LTD,TALON ENERGY LTD,28/02/2013,28/12/2023,10100000,1,10,C,,,,0C00009UFR,0P0000Y52D,,,TPD
tpd1,TPD,TPD,1,01,ordinary,20220730,20231228,44772,45288,30/07/2022,28/12/2023,342,TALON ENERGY LTD,TALON ENERGY LTD,28/02/2013,28/12/2023,10100000,1,10,R;S;M,stx1,strike energy limited offers 0.4828 {stx1} per each {tpd1},,0C00009UFR,0P0000Y52D,,,TPD
tpe1,TPE,TPE,1,01,ordinary,20150813,20190618,42229,43634,13/08/2015,18/06/2019,939,TPI ENTERPRISES LIMITED,TPI ENTERPRISES,13/08/2015,02/08/2022,35200000,15,35,N,,,,0C0000AZ8H,0P00016J32,,,PAL
tpe1,PAL,PAL,1,01,ordinary,20190619,20220802,43635,44775,19/06/2019,02/08/2022,612,PALLA PHARMA LIMITED,PALLA PHARMA LTD,13/08/2015,02/08/2022,35200000,15,35,R,,requested by liquidators,,0C0000AZ8H,0P00016J32,,,PAL
tpf1,TPF,TPF,1,06,units,20061214,20100831,39065,40421,14/12/2006,31/08/2010,246,TIMBERCORP PRIMARY INFRASTRUCTURE FUND,TIMBERCORP PRIMARY,14/12/2006,31/08/2010,40402000,20,40,F,,,,0C00000W2P,0P0000A1OV,,,TPF
tpg1,TPG,TPG,1,01,deferred settlement,20200630,,44012,,30/06/2020,,1142,TPG TELECOM LIMITED.,TPG TELECOM LIMITED.,30/06/2020,,50100000,23,50,,,,,0C00000M8A,0P00006WVZ,,,TPG
tpi1,TPI,TPI,1,01,ordinary,20050503,20160131,38475,42400,03/05/2005,31/01/2016,2605,TRANSPACIFIC INDUSTRIES GROUP LTD,TRANSPACIFIC INDUST,03/05/2005,,20200000,5,20,N,,,,0C00000MDP,0P00006X03,,,CWY
tpi1,CWY,CWY,1,01,ordinary,20160201,,42401,,01/02/2016,,2255,CLEANAWAY WASTE MANAGEMENT LIMITED,CLEANAWAY WASTE LTD,03/05/2005,,20200000,5,20,,,,,0C00000MDP,0P00006X03,,,CWY
tpl1,TPL,TPL,1,01,ordinary,20000512,20010605,36658,37047,12/05/2000,05/06/2001,236,TERRAPLANET.COM LIMITED,TERRAPLANET.COM,12/05/2000,,,10,25,N,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,TPL,TPL,1,01,ordinary,20010606,20080421,37048,39559,06/06/2001,21/04/2008,275,TERRAPLANET LIMITED,TERRAPLANET LIMITED,12/05/2000,,25400000,10,25,N,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,TPL,TPLDA,1,01,deferred settlement,20080422,20080429,39560,39567,22/04/2008,29/04/2008,1,TERRAPLANET LIMITED,TERRAPLANET LIMITED,12/05/2000,,25400000,10,25,C,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,TPL,TPL,1,01,ordinary,20080430,20080514,39568,39582,30/04/2008,14/05/2008,0,TERRAPLANET LIMITED,TERRAPLANET LIMITED,12/05/2000,,25400000,10,25,N,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,TPL,TPL,1,01,ordinary,20080515,20140227,39583,41697,15/05/2008,27/02/2014,810,TPL CORPORATION LIMITED,TPL CORPORATION LTD,12/05/2000,,10100000,1,10,N,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,ACJ,ACJ,1,01,ordinary,20140228,20150215,41698,42050,28/02/2014,15/02/2015,113,AFRICAN CHROME FIELDS LIMITED,AFRICAN CHROME FIELD,12/05/2000,,10100000,1,10,N,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,ACJ,ACJDA,1,01,deferred settlement,20150216,20150220,42051,42055,16/02/2015,20/02/2015,1,AFRICAN CHROME FIELDS LIMITED,AFRICAN CHROME FIELD,12/05/2000,,10100000,1,10,C,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,ACJ,ACJ,1,01,ordinary,20150221,20150226,42056,42061,21/02/2015,26/02/2015,0,AFRICAN CHROME FIELDS LIMITED,AFRICAN CHROME FIELD,12/05/2000,,10100000,1,10,N,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,JKL,JKL,1,01,ordinary,20150227,20170202,42062,42768,27/02/2015,02/02/2017,385,JUSTKAPITAL LITIGATION PARTNERS LIMITED,JUSTKAPITAL LITIG,12/05/2000,,40200000,17,40,N,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,JKL,JKL,1,01,ordinary,20170203,20181230,42769,43464,03/02/2017,30/12/2018,255,JUSTKAPITAL LIMITED,JUSTKAPITAL LTD,12/05/2000,,40200000,17,40,N,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,LAW,LAW,1,01,ordinary,20181231,20210607,43465,44354,31/12/2018,07/06/2021,399,LAWFINANCE LIMITED,LAWFINANCE LTD,12/05/2000,,40200000,17,40,C,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,LAW,LAWDB,1,01,deferred settlement,20210608,20210617,44355,44364,08/06/2021,17/06/2021,6,LAWFINANCE LIMITED,LAWFINANCE LTD,12/05/2000,,40200000,17,40,C,,,,0C00000MCR,0P00006Y7P,,,LAW
tpl1,LAW,LAW,1,01,ordinary,20210618,,44365,,18/06/2021,,310,LAWFINANCE LIMITED,LAWFINANCE LTD,12/05/2000,,40200000,17,40,,,,,0C00000MCR,0P00006Y7P,,,LAW
tpn1,TPN,TPN,1,01,ordinary,20140709,20140817,41829,41868,09/07/2014,17/08/2014,27,3P LEARNING LIMITED,3P LEARNING LIMITED,09/07/2014,,25300000,9,25,N,,,,0C0000AP1Q,0P00013MF1,,,3PL
tpn1,3PL,3PL,1,01,ordinary,20140818,,41869,,18/08/2014,,2257,3P LEARNING LIMITED..,3P LEARNING LTD,09/07/2014,,25300000,9,25,,,,,0C0000AP1Q,0P00013MF1,,,3PL
tpo1,TPO,TPO,1,01,ordinary,20141111,20230814,41954,45152,11/11/2014,14/08/2023,72,TIAN POH RESOURCES LIMITED,TIAN POH RESOURCES,11/11/2014,14/08/2023,15104000,3,15,E,,,,0C00009W6O,0P0000YKEX,,,TPO
tpr1,TPR,TPR,1,01,ordinary,20110330,20170124,40632,42759,30/03/2011,24/01/2017,668,TIMPETRA RESOURCES LIMITED,TIMPETRA RESOURCES,30/03/2011,,15104000,3,15,N,,,,0C00008O5X,0P0000SRUK,,,MCA
tpr1,MCA,MCA,1,01,ordinary,20170125,,42760,,25/01/2017,,1877,MURRAY COD AUSTRALIA LIMITED,MURRAY COD AUST LTD,30/03/2011,,30200000,13,30,,,,,0C00008O5X,0P0000SRUK,,,MCA
tpt1,TPT,TPT,1,06,units,19900111,20000623,32884,36700,11/01/1990,23/06/2000,89,TYNDALL PROPERTY TRUST,TYNDALL PROP TRUST,27/11/1986,23/06/2000,,17,40,R;M,mrd1,listing rule 17.11. {tpt1} merges with {mrd1} and then {mrd1} changes its name. 1 {tpt1} became 0.3 [mrd] convertible notes + 19 cents,,0C00008XNS,0P0001D1R0,,,TPT1
tpw1,TPW,TPW,1,01,ordinary,20151210,,42348,,10/12/2015,,2090,TEMPLE & WEBSTER GROUP LTD,TEMPLE & WEBSTER LTD,10/12/2015,,25500000,11,25,,,,,0C0000B1EK,0P000174F1,,,TPW
tpx1,TPX,TPX,1,01,ordinary,19990713,20011210,36354,37235,13/07/1999,10/12/2001,81,TASMANIAN TRUSTEES LIMITED,TASMANIAN TRUSTEES,22/12/1998,25/09/2009,40201020,17,40,C;N,,,,0C00000MC8,0P00006WZ3,,,TPX
tpx1,TPX,TPXDB,1,01,deferred ex ptt,20011211,20011222,37236,37247,11/12/2001,22/12/2001,1,TASMANIAN PERPETUAL TRUSTEES LIMITED,TASMANIAN PERPETUAL,22/12/1998,25/09/2009,40201020,17,40,C,,,,0C00000MC8,0P00006WZ3,,,TPX
tpx1,TPX,TPX,1,01,ordinary,20011223,20041027,37248,38287,23/12/2001,27/10/2004,310,TASMANIAN PERPETUAL TRUSTEES LIMITED,TASMANIAN PERPETUAL,22/12/1998,25/09/2009,40200000,17,40,C,,,,0C00000MC8,0P00006WZ3,,,TPX
tpx1,TPX,TPXDA,1,01,deferred settlement,20041028,20041111,38288,38302,28/10/2004,11/11/2004,11,TASMANIAN PERPETUAL TRUSTEES LIMITED,TASMANIAN PERPETUAL,22/12/1998,25/09/2009,40200000,17,40,C,,,,0C00000MC8,0P00006WZ3,,,TPX
tpx1,TPX,TPX,1,01,ordinary,20041112,20090925,38303,40081,12/11/2004,25/09/2009,812,TASMANIAN PERPETUAL TRUSTEES LIMITED,TASMANIAN PERPETUAL,22/12/1998,25/09/2009,40200000,17,40,R;M,,mystate financial credit union of tasmania limited to form {mys1},,0C00000MC8,0P00006WZ3,,,TPX
tql1,TQL,TQL,1,01,ordinary,19991116,20021203,36480,37593,16/11/1999,03/12/2002,740,TAB QUEENSLAND LIMITED,TAB QUEENSLAND,16/11/1999,17/11/2006,25300000,9,25,N,,,,0C00000ME7,0P00006X0I,,,UTB
tql1,UTB,UTB,1,01,ordinary,20021204,20061117,37594,39038,04/12/2002,17/11/2006,965,UNITAB LIMITED,UNITAB LIMITED,16/11/1999,17/11/2006,25300000,9,25,R;S,tts1,following scheme of arrangement with tattersalls limited,,0C00000ME7,0P00006X0I,,,UTB
tra2,TRA,TRA,1,01,ord for. exempt nzx,20170728,,42944,,28/07/2017,,187,TURNERS AUTOMOTIVE GROUP LIMITED,TURNERS AUTOMOTIVE,28/07/2017,,25500000,11,25,,,,,0C00000O76,0P0001BEA3,,,TRA
trc1,TRC,TRC,1,01,ordinary,19870625,20001102,31953,36832,25/06/1987,02/11/2000,195,TRIDEN CORPORATION LIMITED,TRIDEN CORPORATION,25/06/1987,02/02/2005,,19,40,N,,,,0C00000LWB,0P00006WOD,,,MGM
trc1,MGM,MGM,1,01,ordinary,20001103,20050202,36833,38385,03/11/2000,02/02/2005,1066,MACQUARIE GOODMAN MANAGEMENT LIMITED,MACQUARIE GOOD. MGT,25/06/1987,02/02/2005,40400000,19,40,S;M,mgq1; ghp1,merged with {ghp1} macquarie goodman industrial trust to form {mgq1} macquarie goodman group. one share of {trc1} offered for each stapled security of {ghp1},,0C00000LWB,0P00006WOD,,,MGM
tre1,TRE,TRE,1,01,ordinary,19871001,20000504,32051,36650,01/10/1987,04/05/2000,84,TRITON RESOURCES LIMITED,TRITON RESOURCES LTD,20/08/1970,01/09/2009,,3,15,N,,,,0C00000LI0,0P00006WEX,,,CUO
tre1,TRE,TRE,1,01,ordinary,20000505,20020211,36651,37298,05/05/2000,11/02/2002,312,TRITON CORPORATION LIMITED,TRITON CORPORATION,20/08/1970,01/09/2009,45203010,22,45,C,,,,0C00000LI0,0P00006WEX,,,CUO
tre1,TRE,TREDA,1,01,deferred settlement,20020212,20020222,37299,37309,12/02/2002,22/02/2002,1,TRITON CORPORATION LIMITED,TRITON CORPORATION,20/08/1970,01/09/2009,45203010,22,45,C,,,,0C00000LI0,0P00006WEX,,,CUO
tre1,TRE,TRE,1,01,ordinary,20020223,20020228,37310,37315,23/02/2002,28/02/2002,0,TRITON CORPORATION LIMITED,TRITON CORPORATION,20/08/1970,01/09/2009,45203010,22,45,N,,,,0C00000LI0,0P00006WEX,,,CUO
tre1,AVN,AVN,1,01,ordinary,20020301,20041004,37316,38264,01/03/2002,04/10/2004,593,AVON RESOURCES LTD,AVON RESOURCES,20/08/1970,01/09/2009,15104000,3,15,N,,,,0C00000LI0,0P00006WEX,,,CUO
tre1,CUO,CUO,1,01,ordinary,20041005,20060514,38265,38851,05/10/2004,14/05/2006,402,COPPERCO LIMITED,COPPERCO LIMITED,20/08/1970,01/09/2009,15104000,3,15,C,,,,0C00000LI0,0P00006WEX,,,CUO
tre1,CUO,CUODA,1,01,deferred settlement,20060515,20060526,38852,38863,15/05/2006,26/05/2006,7,COPPERCO LIMITED,COPPERCO LIMITED,20/08/1970,01/09/2009,15104000,3,15,C,,,,0C00000LI0,0P00006WEX,,,CUO
tre1,CUO,CUO,1,01,ordinary,20060527,20090901,38864,40057,27/05/2006,01/09/2009,627,COPPERCO LIMITED,COPPERCO LIMITED,20/08/1970,01/09/2009,15104000,3,15,F;L,,,,0C00000LI0,0P00006WEX,,,CUO
tre2,TRE,TRE,1,01,ord for.exempt nzx,20161028,20161129,42671,42703,28/10/2016,29/11/2016,1,TILT RENEWABLES LIMITED,TILT RENEWABLES LTD,28/10/2016,04/08/2021,55100000,25,55,N,,,,0C0000B5V2,0P00018TCI,,,TLT
tre2,TLT,TLT,1,01,ord for.exempt nzx,20161130,20200701,42704,44013,30/11/2016,01/07/2020,227,TILT RENEWABLES LIMITED,TILT RENEWABLES LTD,28/10/2016,04/08/2021,55100000,25,55,C,,,,0C0000B5V2,0P00018TCI,,,TLT
tre2,TLT,TLTDA,1,01,ord for.exempt nzx,20200702,20200706,44014,44018,02/07/2020,06/07/2020,1,TILT RENEWABLES LIMITED,TILT RENEWABLES LTD,28/10/2016,04/08/2021,55100000,25,55,C,,,,0C0000B5V2,0P00018TCI,,,TLT
tre2,TLT,TLT,1,01,ord for.exempt nzx,20200707,20210804,44019,44412,07/07/2020,04/08/2021,264,TILT RENEWABLES LIMITED,TILT RENEWABLES LTD,28/10/2016,04/08/2021,55100000,25,55,S;R;M,,powering australian renewables and mercury nz ltd offers 803.5 NZ cents or 847.67 cents per {tre2},,0C0000B5V2,0P00018TCI,,,TLT
tre3,TRE,TRE,1,01,cdi 1:1,20221128,20240115,44893,45306,28/11/2022,15/01/2024,221,TOUBANI RESOURCES INC.,TOUBANIRESOURCESINC,28/11/2022,,99999999,26,70,N,,,,0C00000KQP,0P0001QIXE,,,TRE
tre3,TRE,TRE,1,01,ordinary,20240116,20240116,45307,45307,16/01/2024,16/01/2024,0,TOUBANI RESOURCES LIMITED,TOUBANI RES LTD,28/11/2022,,15104000,3,15,C,,,,0C00000KQP,0P0001QIXE,,,TRE
tre3,TRE,TREDA,1,01,deferred settlement,20240117,20240125,45308,45316,17/01/2024,25/01/2024,5,TOUBANI RESOURCES LIMITED,TOUBANI RES LTD,28/11/2022,,15104000,3,15,C,,,,0C00000KQP,0P0001QIXE,,,TRE
tre3,TRE,TRE,1,01,ordinary,20240126,,45317,,26/01/2024,,217,TOUBANI RESOURCES LIMITED,TOUBANI RES LTD,28/11/2022,,15104000,3,15,,,,,0C00000KQP,0P0001QIXE,,,TRE
trf2,TRF,TRF,1,01,ordinary,20060619,20150521,38887,42145,19/06/2006,21/05/2015,2054,TRAFFORD RESOURCES LIMITED,TRAFFORD RESOURCES,19/06/2006,21/05/2015,15104000,3,15,R;S;M,ife1,ironclad mining limited; offers one {ife1} for each one {trf2},,0C00000MDI,0P00006Y7Z,,,TRF
trh2,TRH,TRH,1,01,ordinary,20061218,20111123,39069,40870,18/12/2006,23/11/2011,991,TRANSIT HOLDINGS LIMITED,TRANSIT HOLDINGS,18/12/2006,29/08/2023,15104000,3,15,N,,,,0C00000W2N,0P0000A1OT,,,BUD
trh2,POK,POK,1,01,ordinary,20111124,20151228,40871,42366,24/11/2011,28/12/2015,891,POTASH MINERALS LIMITED,POTASH MINERALS LTD,18/12/2006,29/08/2023,15104000,3,15,N,,,,0C00000W2N,0P0000A1OT,,,BUD
trh2,BUD,BUD,1,01,ordinary,20151229,20190411,42367,43566,29/12/2015,11/04/2019,785,BUDDY PLATFORM LTD,BUDDY PLATFORM LTD,18/12/2006,29/08/2023,45100000,21,45,N,,,,0C00000W2N,0P0000A1OT,,,BUD
trh2,BUD,BUD,1,01,ordinary,20190412,20230829,43567,45167,12/04/2019,29/08/2023,677,BUDDY TECHNOLOGIES LTD,BUDDY TECH,18/12/2006,29/08/2023,25200000,8,25,F,,,,0C00000W2N,0P0000A1OT,,,BUD
tri1,NWL,NWL,1,01,ordinary,19990607,20030901,36318,37865,07/06/1999,01/09/2003,705,NEW TEL LIMITED,NEW TEL LIMITED,02/04/1987,01/09/2003,50100000,23,50,F,,,,0C00000G2A,0P0001D236,,,NWL1
trj1,TRJ,TRJ,1,01,ordinary,20070612,20071211,39245,39427,12/06/2007,11/12/2007,116,TRAJAN MINERALS LIMITED,TRAJAN MINERALS,12/06/2007,27/03/2023,15104000,3,15,N,,,,0C00000W2M,0P0000A1OS,,,SYT
trj1,PSF,PSF,1,01,ordinary,20071212,20160718,39428,42569,12/12/2007,18/07/2016,1331,PACIFIC ORE LIMITED,PACIFIC ORE LTD,12/06/2007,27/03/2023,15104000,3,15,N,,,,0C00000W2M,0P0000A1OS,,,SYT
trj1,SYT,SYT,1,01,ordinary,20160719,20230327,42570,45012,19/07/2016,27/03/2023,812,SYNTONIC LIMITED,SYNTONIC LIMITED,12/06/2007,27/03/2023,45100000,21,45,E,,,,0C00000W2M,0P0000A1OS,,,SYT
trj2,TRJ,TRJ,1,01,ordinary,20210607,,44354,,07/06/2021,,887,TRAJAN GROUP HOLDINGS LIMITED,TRAJAN GROUP HOLDING,07/06/2021,,35200000,15,35,,,,,0C0000C5CN,0P0001MMB0,,,TRJ
trl1,TRL,TRL,1,01,ordinary,19901129,20000203,33206,36559,29/11/1990,03/02/2000,20,TRELOAR GROUP LIMITED,TRELOAR GROUP LTD,16/06/1961,,,4,20,N,,,,0C00000LLW,0P00006WHC,,,EZL
trl1,EZL,EZL,1,01,ordinary,20000204,20081008,36560,39729,04/02/2000,08/10/2008,1425,EUROZ LIMITED,EUROZ LIMITED,16/06/1961,,40200000,17,40,C,,,,0C00000LLW,0P00006WHC,,,EZL
trl1,EZL,EZLDA,1,01,deferred settlement,20081009,20081021,39730,39742,09/10/2008,21/10/2008,9,EUROZ LIMITED,EUROZ LIMITED,16/06/1961,,40200000,17,40,C,,,,0C00000LLW,0P00006WHC,,,EZL
trl1,EZL,EZL,1,01,ordinary,20081022,20211124,39743,44524,22/10/2008,24/11/2021,3181,EUROZ LIMITED,EUROZ LIMITED,16/06/1961,,40200000,17,40,N,,,,0C00000LLW,0P00006WHC,,,EZL
trl1,EZL,EZL,1,01,ordinary,20211125,20221123,44525,44888,25/11/2021,23/11/2022,250,EUROZ HARTLEYS GROUP LIMITED,EUROZ HARTLEYS GROUP,16/06/1961,,40200000,17,40,C,,,,0C00000LLW,0P00006WHC,,,EZL
trl1,EZL,EZLDA,1,01,deferred settlement,20221124,20221128,44889,44893,24/11/2022,28/11/2022,1,EUROZ HARTLEYS GROUP LIMITED,EUROZ HARTLEYS GROUP,16/06/1961,,40200000,17,40,C,,,,0C00000LLW,0P00006WHC,,,EZL
trl1,EZL,EZL,1,01,ordinary,20221129,,44894,,29/11/2022,,516,EUROZ HARTLEYS GROUP LIMITED,EUROZ HARTLEYS GROUP,16/06/1961,,40200000,17,40,,,,,0C00000LLW,0P00006WHC,,,EZL
trm2,TRM,TRM,1,01,ordinary,20070418,,39190,,18/04/2007,,1447,TRUSCOTT MINING CORPORATION LIMITED,TRUSCOTT MINING CORP,18/04/2007,,15104000,3,15,,,,,0C00000W2L,0P0000A1OR,,,TRM
trn1,TRN,TRN,1,01,ordinary,20210107,20220505,44203,44686,07/01/2021,05/05/2022,313,TORRENS MINING LIMITED,TORRENS MINING,07/01/2021,05/05/2022,15104000,3,15,A,cod1,coda minerals limited offers 0.23 {cod1} per each one {trn1},,0C0000C1CC,0P0001LGL5,,,TRN
tro3,TRO,TRO,1,01,ordinary,20040109,20100705,37995,40364,09/01/2004,05/07/2010,1214,TRI ORIGIN MINERALS LTD,TRI ORIGIN MINERALS,09/01/2004,20/08/2014,15104000,3,15,N,,,,0C00000MDU,0P00006Y82,,,TRO
tro3,TRO,TRO,1,01,ordinary,20100706,20140820,40365,41871,06/07/2010,20/08/2014,602,TRIAUSMIN LIMITED,TRIAUSMIN LIMITED,09/01/2004,20/08/2014,15104000,3,15,R;S;M,hrr1,heron resources limited; offers 1 share for each 2.33 {tro3}; following a scheme of arrangement,,0C00000MDU,0P00006Y82,,,TRO
trp2,TRP,TRP,1,01,ordinary,20211118,,44518,,18/11/2021,,645,TISSUE REPAIR LTD,TISSUE REPAIR,18/11/2021,,35200000,15,35,,,,,0C0000CAC6,0P0001NSLI,,,TRP
trs2,TRS,TRS,1,01,ordinary,20040601,,38139,,01/06/2004,,5200,THE REJECT SHOP LIMITED,THE REJECT SHOP,01/06/2004,,25500000,11,25,,,,,0C00000MCV,0P00006Y7S,,,TRS
trt1,TRT,TRT,1,01,ordinary,20000804,20010827,36742,37130,04/08/2000,27/08/2001,182,TUART RESOURCES NL,TUART RESOURCES NL,04/08/2000,16/04/2012,30201020,13,30,N;Y,,,,0C00000LM2,0P00006WHI,,,EXT1
trt1,TRT,TRT,1,01,ordinary,20010828,20030716,37131,37818,28/08/2001,16/07/2003,222,TUART RESOURCES LIMITED,TUART RESOURCES LTD,04/08/2000,16/04/2012,30200000,13,30,C,,,,0C00000LM2,0P00006WHI,,,EXT1
trt1,TRT,TRTDA,1,01,deferred settlement,20030717,20030729,37819,37831,17/07/2003,29/07/2003,1,TUART RESOURCES LIMITED,TUART RESOURCES LTD,04/08/2000,16/04/2012,30200000,13,30,C,,,,0C00000LM2,0P00006WHI,,,EXT1
trt1,TRT,TRT,1,01,ordinary,20030730,20030731,37832,37833,30/07/2003,31/07/2003,0,TUART RESOURCES LIMITED,TUART RESOURCES LTD,04/08/2000,16/04/2012,30200000,13,30,N,,,,0C00000LM2,0P00006WHI,,,EXT1
trt1,EXT,EXT,1,01,ordinary,20030801,20070315,37834,39156,01/08/2003,15/03/2007,893,EXTRACT RESOURCES LTD,EXTRACT RESOURCES,04/08/2000,16/04/2012,15104000,3,15,C,,,,0C00000LM2,0P00006WHI,,,EXT1
trt1,EXT,EXTDA,1,01,deferred settlement,20070316,20070326,39157,39167,16/03/2007,26/03/2007,7,EXTRACT RESOURCES LTD,EXTRACT RESOURCES,04/08/2000,16/04/2012,15104000,3,15,C,,,,0C00000LM2,0P00006WHI,,,EXT1
trt1,EXT,EXT,1,01,ordinary,20070327,20120416,39168,41015,27/03/2007,16/04/2012,1265,EXTRACT RESOURCES LTD,EXTRACT RESOURCES,04/08/2000,16/04/2012,10100000,1,10,A,,taurus minerals limited,,0C00000LM2,0P00006WHI,,,EXT1
trt2,TRT,TRT,1,01,ordinary,20170406,20231129,42831,45259,06/04/2017,29/11/2023,1496,TODD RIVER RESOURCES LIMITED,TODD RIVER RES LTD,06/04/2017,,15104000,3,15,N,,,,0C0000B82Q,0P00019VVX,,,TX3
trt2,TX3,TX3,1,01,ordinary,20231130,,45260,,30/11/2023,,198,TRINEX MINERALS LIMITED,TRINEX MINERALS LTD,06/04/2017,,15104000,3,15,,,,,0C0000B82Q,0P00019VVX,,,TX3
tru1,TRU,TRU,1,01,ordinary,19900528,20000725,33021,36732,28/05/1990,25/07/2000,25,TRUST COMPANY OF AUSTRALIA LIMITED,TRUST CO. OF AUST,28/05/1990,19/12/2013,,17,40,C,,,,0C0000A4CC,0P00006X0D,,,TRU1
tru1,TRU,TRUDA,1,01,deferred settlement,20000726,20000808,36733,36746,26/07/2000,08/08/2000,2,TRUST COMPANY OF AUSTRALIA LIMITED,TRUST CO. OF AUST,28/05/1990,19/12/2013,,17,40,C,,,,0C0000A4CC,0P00006X0D,,,TRU1
tru1,TRU,TRU,1,01,ordinary,20000809,20061108,36747,39029,09/08/2000,08/11/2006,955,TRUST COMPANY OF AUSTRALIA LIMITED,TRUST CO. OF AUST,28/05/1990,19/12/2013,40200000,17,40,N,,,,0C0000A4CC,0P00006X0D,,,TRU1
