Gcode,CompanyTicker,SecurityTicker,SeniorSecurity,SecurityType,AbreviatedSecurityDescription,ListDate_YMD,DelistDate_YMD,ListDate_DaysSince,DelistDate_DaysSince,ListDate,DelistDate,RecordCount,FullCompanyName,AbbrevCompanyName,EarliestListDate,LatestDelistDate,GICSIndustry,SIRCAIndustryClassCode,SIRCASectorCode,CompanyDelistReasonCode,CompanyRelatedGCode,CompanyDelistReasonComment,AlteredLink,MS_CompanyID,MS_SecurityID,MS_CompanyID2,MS_SecurityID2,MA_Identifier
aat1,AAT,AATDB,1,01,deferred settlement,20000727,20000809,36734,36747,27/07/2000,09/08/2000,10,AUTRON CORPORATION LIMITED,AUTRON CORPORATION,30/01/1986,04/01/2016,,22,45,C,,,,0C00000LB0,0P00006WA5,,,AAT
aat1,AAT,AAT,1,01,ordinary,20000810,20120124,36748,40932,10/08/2000,24/01/2012,1575,AUTRON CORPORATION LIMITED,AUTRON CORPORATION,30/01/1986,04/01/2016,45200000,22,45,C,,,,0C00000LB0,0P00006WA5,,,AAT
aat1,AAT,AATDA,1,01,deferred settlement,20120125,20120207,40933,40946,25/01/2012,07/02/2012,1,AUTRON CORPORATION LIMITED,AUTRON CORPORATION,30/01/1986,04/01/2016,45200000,22,45,C,,,,0C00000LB0,0P00006WA5,,,AAT
aat1,AAT,AAT,1,01,ordinary,20120208,20120222,40947,40961,08/02/2012,22/02/2012,0,AUTRON CORPORATION LIMITED,AUTRON CORPORATION,30/01/1986,04/01/2016,45200000,22,45,N,,,,0C00000LB0,0P00006WA5,,,AAT
aat1,AAT,AAT,1,01,ordinary,20120223,20131128,40962,41606,23/02/2012,28/11/2013,0,AAT CORPORATION LIMITED,AAT CORPORATION LTD,30/01/1986,04/01/2016,45200000,22,45,C,,,,0C00000LB0,0P00006WA5,,,AAT
aat1,AAT,AATDA,1,01,deferred settlement,20131129,20131212,41607,41620,29/11/2013,12/12/2013,1,AAT CORPORATION LIMITED,AAT CORPORATION LTD,30/01/1986,04/01/2016,45200000,22,45,C,,,,0C00000LB0,0P00006WA5,,,AAT
aat1,AAT,AAT,1,01,ordinary,20131213,20160104,41621,42373,13/12/2013,04/01/2016,0,AAT CORPORATION LIMITED,AAT CORPORATION LTD,30/01/1986,04/01/2016,45200000,22,45,E,,,,0C00000LB0,0P00006WA5,,,AAT
aau1,AAU,AAU,1,01,ordinary,19991104,20191220,36468,43819,04/11/1999,20/12/2019,3001,ADCORP AUSTRALIA LIMITED,ADCORP AUSTRALIA,04/11/1999,20/12/2019,50200000,24,50,R,,due to high listing costs and inadequate spread of shareholdings,,0C00000L6P,0P00006W76,,,AAU1
aav1,AAV,AAV,1,01,ordinary,19970102,20001227,35432,36887,02/01/1997,27/12/2000,0,AUSTRALIAN AUTHORISED INVESTMENTS LIMITED,AUSTRALIAN AUTH. INV,13/08/1987,01/09/2003,,23,50,N,,,,0C00008XD2,0P0001D113,,,IPW
aav1,IPW,IPW,1,01,ordinary,20001228,20030901,36888,37865,28/12/2000,01/09/2003,0,IPWORLD LIMITED,IPWORLD LIMITED,13/08/1987,01/09/2003,50100000,23,50,F,,,,0C00008XD2,0P0001D113,,,IPW
aaw1,AAW,AAW,1,01,nsx - ordinary,20141231,20201118,42004,44153,31/12/2014,18/11/2020,0,ARCADIA WORLDWIDE LTD,ARCADIA WORLDWIDE,31/12/2014,18/11/2020,0,26,70,E,,,,,,,,
aax1,AAX,AAX,1,01,ordinary,20060615,20160916,38883,42629,15/06/2006,16/09/2016,2565,AUSENCO LIMITED,AUSENCO LIMITED,15/06/2006,16/09/2016,20100000,4,20,S;R;A,,resource capital fund 6f vi l.p.; offers 40 cents per {aax1},,0C00000L9R,0P00006XUQ,,,AAX
aay1,AAY,AAY,1,01,ordinary,20100409,20131124,40277,41602,09/04/2010,24/11/2013,251,AACL HOLDINGS LIMITED,AACL HOLDINGS LTD,09/04/2010,09/01/2018,40200000,17,40,C,,,,0C00004EO7,0P0000N7H0,,,SP11
aay1,AAY,AAYDA,1,01,deferred settlement,20131125,20131206,41603,41614,25/11/2013,06/12/2013,1,AACL HOLDINGS LIMITED,AACL HOLDINGS LTD,09/04/2010,09/01/2018,45100000,21,45,C,,,,0C00004EO7,0P0000N7H0,,,SP11
aay1,AAY,AAY,1,01,ordinary,20131207,20131212,41615,41620,07/12/2013,12/12/2013,0,AACL HOLDINGS LIMITED,AACL HOLDINGS LTD,09/04/2010,09/01/2018,45100000,21,45,N,,,,0C00004EO7,0P0000N7H0,,,SP11
aay1,ALA,ALA,1,01,ordinary,20131213,20160809,41621,42591,13/12/2013,09/08/2016,534,APPLABS TECHNOLOGIES LTD,APPLABS TECH LTD,09/04/2010,09/01/2018,45100000,21,45,N,,,,0C00004EO7,0P0000N7H0,,,SP11
aay1,SP1,SP1,1,01,ordinary,20160810,20180109,42592,43109,10/08/2016,09/01/2018,234,SEARCH PARTY GROUP LTD,SEARCH PARTY GROUP,09/04/2010,09/01/2018,45100000,21,45,R,,,,0C00004EO7,0P0000N7H0,,,SP11
ab91,AB9,AB9,1,01,nsx - ordinary,20201127,,44162,,27/11/2020,,0,AOBO ENVIRONMENTAL TECHNOLOGY LIMITED,AOBO ENVIRO TECH,27/11/2020,,0,26,70,,,,,0C0000BZSJ,0P0001L81J,,,
abb1,ABB,ABB,1,01,ordinary b class,20020722,20090925,37459,40081,22/07/2002,25/09/2009,1783,ABB GRAIN LIMITED,ABB GRAIN LIMITED,22/07/2002,25/09/2009,30100000,12,30,R;S;M,,viterra inc,,0C00000L5P,0P00006W6J,,,ABB1
abb2,ABB,ABB,1,01,ordinary,20201016,,44120,,16/10/2020,,1062,AUSSIE BROADBAND LIMITED,AUSSIE BROADBAND,16/10/2020,,50100000,23,50,,,,,0C0000BYZ2,0P0001KWHO,,,ABB
abc1,ABC,ABC,1,01,ordinary,19931129,20200524,34302,43975,29/11/1993,24/05/2020,5158,ADELAIDE BRIGHTON LIMITED,ADELAIDE BRIGHTON,06/05/1971,02/07/2024,15100000,2,15,N,,,,0C00000L6R,0P00006W78,,,ABC
abc1,ABC,ABC,1,01,ordinary,20200525,20240702,43976,45475,25/05/2020,02/07/2024,1028,ADBRI LIMITED,ADBRI LIMITED,06/05/1971,02/07/2024,15100000,2,15,S;R;M,,crh plx and crh anz pty ltd offer 320 cents per {abc1} share,,0C00000L6R,0P00006W78,,,ABC
abd1,ABD,ABD,1,01,ordinary,19920716,20000510,33801,36656,16/07/1992,10/05/2000,73,AIRBOSS LIMITED,AIRBOSS LIMITED,03/12/1986,09/06/2016,,7,25,N,,,,0C00000MAE,0P00006WXL,,,SPH
abd1,SPH,SPH,1,01,ordinary,20000511,20091203,36657,40150,11/05/2000,03/12/2009,1740,SPHERE INVESTMENTS LIMITED,SPHERE INVESTMENTS,03/12/1986,09/06/2016,15104000,3,15,N,,,,0C00000MAE,0P00006WXL,,,SPH
abd1,SPH,SPH,1,01,ordinary,20091204,20160609,40151,42530,04/12/2009,09/06/2016,356,SPHERE MINERALS LIMITED,SPHERE MINERALS LTD,03/12/1986,09/06/2016,15104000,3,15,A,,glencore plc offers 6 cents per {abd1} through wholly owned sidero pty ltd,,0C00000MAE,0P00006WXL,,,SPH
abe3,ABE,ABE,1,01,ordinary,20211206,,44536,,06/12/2021,,526,AUSTRALIAN BOND EXCHANGE HOLDINGS LIMITED,AUSBONDEXCHANGE,06/12/2021,,40200000,17,40,,,,,0C0000CASV,0P0001O0BO,,,ABE
abg1,ABG,ABG,1,01,ordinary,19890728,20040303,32717,38049,28/07/1989,03/03/2004,964,ABIGROUP LIMITED,ABIGROUP LIMITED,29/10/1981,03/03/2004,20100000,4,20,A,,,,0C00008WZP,0P0001D245,,,ABG1
abj1,ABJ,ABJ,1,01,ordinary,20051214,20090330,38700,39902,14/12/2005,30/03/2009,796,AUSTRALIAN BIODIESEL GROUP LIMITED,AUSTRALIAN BIODIESEL,14/12/2005,,10100000,1,10,C,,,,0C00000LAA,0P00006XUW,,,IME
abj1,ABJ,ABJDA,1,01,deferred settlement,20090331,20090414,39903,39917,31/03/2009,14/04/2009,6,AUSTRALIAN BIODIESEL GROUP LIMITED,AUSTRALIAN BIODIESEL,14/12/2005,,10100000,1,10,C,,,,0C00000LAA,0P00006XUW,,,IME
abj1,ABJ,ABJ,1,01,ordinary,20090415,20090419,39918,39922,15/04/2009,19/04/2009,2,AUSTRALIAN BIODIESEL GROUP LIMITED,AUSTRALIAN BIODIESEL,14/12/2005,,10100000,1,10,N,,,,0C00000LAA,0P00006XUW,,,IME
abj1,SWW,SWW,1,01,ordinary,20090420,20110420,39923,40653,20/04/2009,20/04/2011,181,SOLVERDI WORLDWIDE LIMITED,SOLVERDI WORLDWIDE,14/12/2005,,10100000,1,10,C,,,,0C00000LAA,0P00006XUW,,,IME
abj1,SWW,SWWDA,1,01,deferred settlement,20110421,20110509,40654,40672,21/04/2011,09/05/2011,1,SOLVERDI WORLDWIDE LIMITED,SOLVERDI WORLDWIDE,14/12/2005,,10100000,1,10,C,,,,0C00000LAA,0P00006XUW,,,IME
abj1,SWW,SWW,1,01,ordinary,20110510,20110519,40673,40682,10/05/2011,19/05/2011,0,SOLVERDI WORLDWIDE LIMITED,SOLVERDI WORLDWIDE,14/12/2005,,10100000,1,10,N,,,,0C00000LAA,0P00006XUW,,,IME
abj1,SWW,SWW,1,01,ordinary,20110520,20150601,40683,42156,20/05/2011,01/06/2015,275,SWW ENERGY LIMITED,SWW ENERGY LIMITED,14/12/2005,,10100000,1,10,C,,,,0C00000LAA,0P00006XUW,,,IME
abj1,SWW,SWWDA,1,01,deferred settlement,20150602,20150720,42157,42205,02/06/2015,20/07/2015,1,SWW ENERGY LIMITED,SWW ENERGY LIMITED,14/12/2005,,10100000,1,10,C,,,,0C00000LAA,0P00006XUW,,,IME
abj1,SWW,SWW,1,01,ordinary,20150721,20150723,42206,42208,21/07/2015,23/07/2015,0,SWW ENERGY LIMITED,SWW ENERGY LIMITED,14/12/2005,,10100000,1,10,N,,,,0C00000LAA,0P00006XUW,,,IME
abj1,OMT,OMT,1,01,ordinary,20150724,20170206,42209,42772,24/07/2015,06/02/2017,192,OMNI MARKET TIDE LTD,OMNI MARKET,14/12/2005,,45100000,21,45,N,,,,0C00000LAA,0P00006XUW,,,IME
abj1,OMT,OMTDC,1,01,deferred settlement,20170207,20170215,42773,42781,07/02/2017,15/02/2017,1,OMNI MARKET TIDE LTD,OMNI MARKET,14/12/2005,,45100000,21,45,C,,,,0C00000LAA,0P00006XUW,,,IME
abj1,OMT,OMT,1,01,ordinary,20170216,20170601,42782,42887,16/02/2017,01/06/2017,0,OMNI MARKET TIDE LTD,OMNI MARKET,14/12/2005,,45100000,21,45,C,,,,0C00000LAA,0P00006XUW,,,IME
abj1,OMT,OMTDD,1,01,deferred settlement,20170602,20170607,42888,42893,02/06/2017,07/06/2017,1,OMNI MARKET TIDE LTD,OMNI MARKET,14/12/2005,,45100000,21,45,C,,,,0C00000LAA,0P00006XUW,,,IME
abj1,OMT,OMT,1,01,ordinary,20170608,20180830,42894,43342,08/06/2017,30/08/2018,97,OMNI MARKET TIDE LTD,OMNI MARKET,14/12/2005,,45100000,21,45,N,,,,0C00000LAA,0P00006XUW,,,IME
abj1,IME,IME,1,01,ordinary,20180831,20201103,43343,44138,31/08/2018,03/11/2020,538,IMEXHS LIMITED,IMEXHS LIMITED,14/12/2005,,45100000,21,45,C,,,,0C00000LAA,0P00006XUW,,,IME
abj1,IME,IMEDB,1,01,deferred settlement,20201104,20201106,44139,44141,04/11/2020,06/11/2020,3,IMEXHS LIMITED,IMEXHS LIMITED,14/12/2005,,35100000,14,35,C,,,,0C00000LAA,0P00006XUW,,,IME
abj1,IME,IME,1,01,ordinary,20201107,,44142,,07/11/2020,,786,IMEXHS LIMITED,IMEXHS LIMITED,14/12/2005,,35100000,14,35,,,,,0C00000LAA,0P00006XUW,,,IME
abk1,ABK,ABK,1,01,ordinary,19970129,20050619,35459,38522,29/01/1997,19/06/2005,689,ASSET BACKED HOLDINGS LIMITED,ASSET BACKED,24/07/1987,,40200000,17,40,N,,,,0C00000LE3,0P00006WCE,,,PRG
abk1,CII,CII,1,01,ordinary,20050620,20231205,38523,45265,20/06/2005,05/12/2023,1677,CI RESOURCES LIMITED,CI RESOURCES LIMITED,24/07/1987,,15104000,3,15,N,,,,0C00000LE3,0P00006WCE,,,PRG
abk1,PRG,PRG,1,01,ordinary,20231206,,45266,,06/12/2023,,113,PRL GLOBAL LTD,PRL GLOBAL LTD,24/07/1987,,15104000,3,15,,,,,0C00000LE3,0P00006WCE,,,PRG
abp1,ABP,ABP,1,06,units/ord stapled,20021114,20060319,37574,38795,14/11/2002,19/03/2006,836,ABACUS PROPERTY GROUP,ABACUS PROPERTY GRP,14/11/2002,,40401010,20,40,C,,,,0C00000VH0,0P00009XZV,,,ABG
abp1,ABP,ABPDA,1,06,stapled def set,20060320,20060331,38796,38807,20/03/2006,31/03/2006,10,ABACUS PROPERTY GROUP,ABACUS PROPERTY GRP,14/11/2002,,40401010,20,40,C,,,,0C00000VH0,0P00009XZV,,,ABG
abp1,ABP,ABP,1,06,units/ord stapled,20060401,20101115,38808,40497,01/04/2006,15/11/2010,1170,ABACUS PROPERTY GROUP,ABACUS PROPERTY GRP,14/11/2002,,40402000,20,40,C,,,,0C00000VH0,0P00009XZV,,,ABG
abp1,ABP,ABPDA,1,06,units/ord stapled d,20101116,20101129,40498,40511,16/11/2010,29/11/2010,10,ABACUS PROPERTY GROUP,ABACUS PROPERTY GRP,14/11/2002,,40402000,20,40,C,,,,0C00000VH0,0P00009XZV,,,ABG
abp1,ABP,ABP,1,06,units/ord stapled,20101130,20120227,40512,40966,30/11/2010,27/02/2012,313,ABACUS PROPERTY GROUP,ABACUS PROPERTY GRP,14/11/2002,,40402000,20,40,C,,,,0C00000VH0,0P00009XZV,,,ABG
abp1,ABP,ABPDC,1,06,units/ord def set,20120228,20120313,40967,40981,28/02/2012,13/03/2012,11,ABACUS PROPERTY GROUP,ABACUS PROPERTY GRP,14/11/2002,,40402000,20,40,C,,,,0C00000VH0,0P00009XZV,,,ABG
abp1,ABP,ABP,1,06,fpo/units stapled,20120314,20230731,40982,45138,14/03/2012,31/07/2023,2873,ABACUS PROPERTY GROUP,ABACUS PROPERTY GRP.,14/11/2002,,60101000,20,60,N,,,,0C00000VH0,0P00009XZV,,,ABG
abp1,ABP,ABPDA,1,06,fpo/units stapled,20230801,20230804,45139,45142,01/08/2023,04/08/2023,4,ABACUS PROPERTY GROUP,ABACUS PROPERTY GRP.,14/11/2002,,60101000,20,60,N,,,,0C00000VH0,0P00009XZV,,,ABG
abp1,ABP,ABP,1,06,fpo/units stapled,20230805,20230809,45143,45147,05/08/2023,09/08/2023,3,ABACUS PROPERTY GROUP,ABACUS PROPERTY GRP.,14/11/2002,,60101000,20,60,N,,,,0C00000VH0,0P00009XZV,,,ABG
abp1,ABG,ABG,1,06,fpo/units stapled,20230810,,45148,,10/08/2023,,354,ABACUS GROUP,ABACUS GROUP,14/11/2002,,60101000,20,60,,,,,0C00000VH0,0P00009XZV,,,ABG
abq1,ABQ,ABQ,1,01,ordinary,20041122,20121009,38313,41191,22/11/2004,09/10/2012,1263,ALLIED BRANDS LIMITED,ALLIED BRANDS LTD,22/11/2004,,25300000,9,25,C,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,ABQ,ABQDA,1,01,deferred settlement,20121010,20121024,41192,41206,10/10/2012,24/10/2012,1,ALLIED BRANDS LIMITED,ALLIED BRANDS LTD,22/11/2004,,25300000,9,25,C,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,ABQ,ABQ,1,01,ordinary,20121025,20121129,41207,41242,25/10/2012,29/11/2012,0,ALLIED BRANDS LIMITED,ALLIED BRANDS LTD,22/11/2004,,25300000,9,25,N,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,ABQ,ABQ,1,01,ordinary,20121130,20131212,41243,41620,30/11/2012,12/12/2013,91,ALLIED CONSOLIDATED LIMITED,ALLIED CON LTD,22/11/2004,,25300000,9,25,N,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,DVI,DVI,1,01,ordinary,20131213,20161103,41621,42677,13/12/2013,03/11/2016,580,DISRUPTIVE INVESTMENT GROUP LIMITED,DISRUPTIVE INV GROUP,22/11/2004,,25300000,9,25,N,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,IBN,IBN,1,01,ordinary,20161104,20190207,42678,43503,04/11/2016,07/02/2019,371,IBUYNEW GROUP LIMITED,IBUYNEW GROUP LTD,22/11/2004,,60100000,19,60,C,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,IBN,IBNDD,1,01,deferred settlement,20190208,20190218,43504,43514,08/02/2019,18/02/2019,4,IBUYNEW GROUP LIMITED,IBUYNEW GROUP LTD,22/11/2004,,60100000,19,60,C,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,IBN,IBN,1,01,ordinary,20190219,20200108,43515,43838,19/02/2019,08/01/2020,58,IBUYNEW GROUP LIMITED,IBUYNEW GROUP LTD,22/11/2004,,60100000,19,60,N,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,RE1,RE1,1,01,ordinary,20200109,20200902,43839,44076,09/01/2020,02/09/2020,0,RESA GROUP LIMITED,RESA GROUP LTD,22/11/2004,,60100000,19,60,C,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,RE1,RE1DE,1,01,deferred settlement,20200903,20200911,44077,44085,03/09/2020,11/09/2020,1,RESA GROUP LIMITED,RESA GROUP LTD,22/11/2004,,60100000,19,60,C,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,RE1,RE1,1,01,ordinary,20200912,20200927,44086,44101,12/09/2020,27/09/2020,0,RESA GROUP LIMITED,RESA GROUP LTD,22/11/2004,,60100000,19,60,N,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,TI1,TI1,1,01,ordinary,20200928,20240827,44102,45531,28/09/2020,27/08/2024,736,TOMBADOR IRON LIMITED,TOMBADOR IRON,22/11/2004,,15104000,3,15,C,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,TI1,TI1DF,1,01,deferred settlement,20240828,20240905,45532,45540,28/08/2024,05/09/2024,1,TOMBADOR IRON LIMITED,TOMBADOR IRON,22/11/2004,,15104000,3,15,C,,,,0C00000L7T,0P00006XU4,,,TI1
abq1,TI1,TI1,1,01,ordinary,20240906,,45541,,06/09/2024,,0,TOMBADOR IRON LIMITED,TOMBADOR IRON,22/11/2004,,15104000,3,15,,,,,0C00000L7T,0P00006XU4,,,TI1
abr1,ABR,ABR,1,01,ordinary,19930610,20000330,34130,36615,10/06/1993,30/03/2000,0,ABADOR GOLD NL,ABADOR GOLD NL,18/04/1991,,,3,15,N;Y,,,,0C00000M0T,0P0000A147,,,VPR
abr1,ABR,ABR,1,01,ordinary,20000331,20000411,36616,36627,31/03/2000,11/04/2000,0,ABADOR GOLD LIMITED,ABADOR GOLD LIMITED,18/04/1991,,,3,15,N,,,,0C00000M0T,0P0000A147,,,VPR
abr1,MYC,MYC,1,01,ordinary,20000412,20020509,36628,37385,12/04/2000,09/05/2002,445,MY CASINO LIMITED,MY CASINO LIMITED,18/04/1991,,25301010,9,25,N,,,,0C00000M0T,0P0000A147,,,VPR
abr1,EUR,EUR,1,01,ordinary,20020510,20030730,37386,37832,10/05/2002,30/07/2003,139,EURAUST LTD,EURAUST LTD,18/04/1991,,25300000,9,25,C,,,,0C00000M0T,0P0000A147,,,VPR
abr1,EUR,EURDA,1,01,deferred settlement,20030731,20030813,37833,37846,31/07/2003,13/08/2003,4,EURAUST LTD,EURAUST LTD,18/04/1991,,25300000,9,25,C,,,,0C00000M0T,0P0000A147,,,VPR
abr1,EUR,EUR,1,01,ordinary,20030814,20050130,37847,38382,14/08/2003,30/01/2005,178,EURAUST LTD,EURAUST LTD,18/04/1991,,25300000,9,25,N,,,,0C00000M0T,0P0000A147,,,VPR
abr1,NSA,NSA,1,01,ordinary,20050131,20061228,38383,39079,31/01/2005,28/12/2006,272,NORWOOD SYSTEMS LTD,NORWOOD SYSTEMS LTD,18/04/1991,,25300000,9,25,N,,,,0C00000M0T,0P0000A147,,,VPR
abr1,ERJ,ERJ,1,01,ordinary,20061229,20140203,39080,41673,29/12/2006,03/02/2014,1267,ENERJI LTD,ENERJI LTD,18/04/1991,,55100000,25,55,N,,,,0C00000M0T,0P0000A147,,,VPR
abr1,ERJ,ERJDA,1,01,deferred settlement,20140204,20140217,41674,41687,04/02/2014,17/02/2014,7,ENERJI LTD,ENERJI LTD,18/04/1991,,55100000,25,55,C,,,,0C00000M0T,0P0000A147,,,VPR
abr1,ERJ,ERJ,1,01,ordinary,20140218,20170605,41688,42891,18/02/2014,05/06/2017,575,ENERJI LTD,ENERJI LTD,18/04/1991,,55100000,25,55,N,,,,0C00000M0T,0P0000A147,,,VPR
abr1,VPR,VPR,1,01,ordinary,20170606,20240611,42892,45454,06/06/2017,11/06/2024,1212,VOLT POWER GROUP LIMITED,VOLT POWER GROUP,18/04/1991,,55100000,25,55,N,,,,0C00000M0T,0P0000A147,,,VPR
abr1,VPR,VPR,1,01,ordinary,20240612,,45455,,12/06/2024,,91,VOLT GROUP LIMITED,VOLTGROUPLTD,18/04/1991,,55100000,25,55,,,,,0C00000M0T,0P0000A147,,,VPR
abr2,ABR,ABR,1,01,ordinary,20170728,20191017,42944,43755,28/07/2017,17/10/2019,522,AMERICAN PACIFIC BORATE & LITHIUM LIMITED,AMERICAN PACIFIC,28/07/2017,,15104000,3,15,N,,,,0C0000CA4F,0P0001ONRU,,,ABR
abr2,ABR,ABR,1,01,ordinary,20191018,20220228,43756,44620,18/10/2019,28/02/2022,592,AMERICAN PACIFIC BORATES LIMITED,AMERICAN PACIFIC,28/07/2017,,15104000,3,15,N,,,,0C0000CA4F,0P0001ONRU,,,ABR
abr2,5EA,5EA,1,01,cdi 10:1,20220301,,44621,,01/03/2022,,716,5E ADVANCED MATERIALS INC.,5EADVANCED,28/07/2017,,15104000,3,15,,,,,0C0000CA4F,0P0001ONRU,,,5EA
abs2,ABS,ABS,1,01,ordinary,20010321,20021119,36971,37579,21/03/2001,19/11/2002,412,A.B.C. LEARNING CENTRES LIMITED,A.B.C. LEARNING,21/03/2001,01/09/2009,20200000,5,20,C,,,,0C00000L5K,,,,ABS
abs2,ABS,ABSDA,1,01,deferred settlement,20021120,20021203,37580,37593,20/11/2002,03/12/2002,10,A.B.C. LEARNING CENTRES LIMITED,A.B.C. LEARNING,21/03/2001,01/09/2009,20200000,5,20,C,,,,0C00000L5K,,,,ABS
abs2,ABS,ABS,1,01,ordinary,20021204,20090901,37594,40057,04/12/2002,01/09/2009,1425,A.B.C. LEARNING CENTRES LIMITED,A.B.C. LEARNING,21/03/2001,01/09/2009,25300000,9,25,F,,,,0C00000L5K,,,,ABS
abt1,ABT,ABT,1,01,ordinary,19950306,20000307,34764,36592,06/03/1995,07/03/2000,0,APOLLO BATTERIES LIMITED,APOLLO BATTERIES,05/08/1993,03/02/2020,,4,20,N,,,,0C00000M1Y,0P00006Y4K,,,SHI
abt1,OTI,OTI,1,01,ordinary,20000308,20180705,36593,43286,08/03/2000,05/07/2018,808,ORIENTAL TECHNOLOGIES INVESTMENT LIMITED,ORIENTAL TECHNO,05/08/1993,03/02/2020,20100000,4,20,N,,,,0C00000M1Y,0P00006Y4K,,,SHI
abt1,SHI,SHI,1,01,ordinary,20180706,20200203,43287,43864,06/07/2018,03/02/2020,0,SHINE METALS LIMITED,SHINE METALS LTD,05/08/1993,03/02/2020,20100000,4,20,E,,,,0C00000M1Y,0P00006Y4K,,,SHI
abt2,ABT,ABT,1,01,ordinary,20160426,20200611,42486,43993,26/04/2016,11/06/2020,753,ABUNDANT PRODUCE LIMITED,ABUNDANT PRODUCE LTD,26/04/2016,11/06/2020,30200000,13,30,R,,insufficient liquidity for the listing cost,,0C0000B15U,0P000172EG,,,ABT
abw1,ABW,ABW,1,06,ordinary units,20060710,20091124,38908,40141,10/07/2006,24/11/2009,374,AURORA BUY-WRITE INCOME TRUST,AURORA BUY-WRITE,10/07/2006,01/03/2021,40200000,17,40,C,,,,0C00000OBM,0P0000PWH3,,,ABW
abw1,ABW,ABWDA,1,06,deferred settlement,20091125,20091204,40142,40151,25/11/2009,04/12/2009,1,AURORA BUY-WRITE INCOME TRUST,AURORA BUY-WRITE,10/07/2006,01/03/2021,40200000,17,40,C,,,,0C00000OBM,0P0000PWH3,,,ABW
abw1,ABW,ABW,1,06,ordinary units,20091205,20100104,40152,40182,05/12/2009,04/01/2010,9,AURORA BUY-WRITE INCOME TRUST,AURORA BUY-WRITE,10/07/2006,01/03/2021,40200000,17,40,N,,,,0C00000OBM,0P0000PWH3,,,ABW
abw1,ABW,ABW,1,06,ordinary units,20100105,20110406,40183,40639,05/01/2010,06/04/2011,125,AURORA SANDRINGHAM AUSTRALIAN EQUITY INCOME TRUST,AURORA SAND AU TRUST,10/07/2006,01/03/2021,40200000,17,40,N,,,,0C00000OBM,0P0000PWH3,,,ABW
abw1,ABW,ABW,1,06,ordinary units,20110407,20210301,40640,44256,07/04/2011,01/03/2021,970,AURORA ABSOLUTE RETURN FUND,AURORA ABSOLUTE,10/07/2006,01/03/2021,0,26,70,F,,,,0C00000OBM,0P0000PWH3,,,ABW
abx2,ABX,ABX,1,01,ordinary,20020430,20040702,37376,38170,30/04/2002,02/07/2004,493,ABELLE LIMITED,ABELLE LIMITED,30/04/2002,02/07/2004,15104000,3,15,A,,,,0C00008WZS,0P0001D037,,,ABX2
aby1,ABY,ABY,1,01,ordinary,20060512,20160803,38849,42585,12/05/2006,03/08/2016,2488,ADITYA BIRLA MINERALS LIMITED,ADITYA BIRLA,12/05/2006,03/08/2016,15104000,3,15,A,btx1,metals x limited offers 1/4.5 {btx1} plus 8 cents per each 1 {aby1},,0C00000L6U,0P00006XTR,,,ABY1
aby2,ABY,ABY,1,01,ordinary,20201023,,44127,,23/10/2020,,1059,ADORE BEAUTY GROUP LIMITED,ADORE BEAUTY,23/10/2020,,25500000,11,25,,,,,0C0000BZ17,0P0001KY8R,,,ABY
abz1,ABZ,ABZ,1,01,ordinary,20091224,20140703,40171,41823,24/12/2009,03/07/2014,979,AUSTRALIAN BAUXITE LIMITED,AUST BAUXITE LTD,24/12/2009,,15104000,3,15,N,,,,0C00004ARE,0P0000MQTZ,,,ABX
abz1,ABX,ABX,1,01,ordinary,20140704,20211219,41824,44549,04/07/2014,19/12/2021,1708,AUSTRALIAN BAUXITE LIMITED,AUST BAUXITE LTD,24/12/2009,,15104000,3,15,N,,,,0C00004ARE,0P0000MQTZ,,,ABX
abz1,ABX,ABX,1,01,ordinary,20211220,,44550,,20/12/2021,,692,ABX GROUP LIMITED,ABX GROUP LIMITED,24/12/2009,,15104000,3,15,,,,,0C00004ARE,0P0000MQTZ,,,ABX
acb2,ACB,ACB,1,01,ordinary,20060519,20181129,38856,43433,19/05/2006,29/11/2018,2819,A-CAP RESOURCES LIMITED,A-CAP RESOURCES,19/05/2006,08/11/2023,10100000,1,10,N,,,,0C00000L5J,0P00006XTC,,,ACB
acb2,ACB,ACB,1,01,ordinary,20181130,20231108,43434,45238,30/11/2018,08/11/2023,1046,A-CAP ENERGY LIMITED,A-CAP ENERGY LTD,19/05/2006,08/11/2023,10100000,1,10,R;S;M,dle1,lotus resources limited offers one {dle1} share per each 3.54 {acb2},,0C00000L5J,0P00006XTC,,,ACB
acd2,ACD,ACDHA,1,,10.5% un 30-jul-04,19940830,20100813,34576,40403,30/08/1994,13/08/2010,0,AUSTRALIAN CENTRAL CREDIT UNION LIMITED,AUSTRALIAN CENTRAL,30/08/1994,13/08/2010,,,,R,,,,,,,,
